month,data_level,level_name,Count,Amount,source_page,source_table,source_file,sheet_name
October,item,Brown Sugar Milk Tea w. boba,169,728.16,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,House Tossed Rice Noodle,41,682.06,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pork Fried Rice,40,588.41,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Wonton Soup,48,538.9,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Crispy Spring Roll(3),111,514.27,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chili Pepper Fried Chicken（8）,50,494.84,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,House Tossed Ramen,32,516.72,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Tempura Shrimp(3),88,445.43,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Vegetable Rice Noodle Soup,32,442.28,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Golden Coconut Crunch Chicken(8),42,422.19,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Jumbo Chicken Tenders Combo (3),39,391.75,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Matcha Milk Tea w. boba,88,445.74,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Crispy Pork Egg Roll(3),91,372.53,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mango Milk Tea,82,381.28,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Spicy Cucumber Salad,64,356.75,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Sweet Sesame Ball (6) w. red bean,66,326.11,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Steam Pork Bun （3）,39,294.51,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Vegetable Tossed Rice Noodle,17,302.35,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Dr. Pepper,98,291.57,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Vegetable Tossed Ramen,21,291.16,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pepsi,90,268.09,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Brown Sugar Rice Cake (5),50,268.38,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Citrus Honey Fried Chicken  (8),29,286.81,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pepsi zero,94,277.37,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Tangy Honey Mustard Fried Chicken (8),26,257.33,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Onion Glory Fried Chicken(8),22,223.8,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Strawberry Sunrise,59,252.37,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Strawberry Milk Tea,50,234.01,3,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai OG Fried Chicken Wings(4),42,217.46,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Golden Kiwi,46,207.64,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Sweet Ice Tea,71,209.81,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Plain Fried Rice,43,182.43,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Crispy French Fries(LG),47,184.41,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Specialty Drink,57,169.58,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai BF Chicken Cutlet Combo,10,175.94,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai Buffalo Chicken Wings(8),20,193.97,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mango Jas-Lemonade,38,168.05,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Unsweet Ice Tea,53,154.07,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Hot Tea,39,115.78,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Strawberry Jas-Lemonade,29,130.03,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Lemonade,38,108.96,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Starry - Sprite,25,73.66,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Jumbo Chicken Tenders(3),15,97.02,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Original Jas-Lemonade,15,63.99,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Ramen,26,65.93,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,White Rice - DINE IN,42,60.26,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,White Rice,19,58.14,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Bottled Soda,16,48.26,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Peach Jas-Lemonade,8,37.01,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Orange Crush,13,39.39,4,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Lychee Jas-Lemonade,7,30.7,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Rice Noodle,11,27.7,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai‘s special Sauce,21,25.6,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pepsi Zero,6,21.29,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,White Rice-To Go,10,23.75,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Braised Egg （2 half）,12,21.0,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Tropical Jas-Lemonade,3,15.0,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mango Bingsu,2,14.29,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Brown Sugar Bingsu,4,20.25,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Ramune - Strawberry,4,13.3,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Shrimp (8),4,13.0,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Blueberry Jas-Lemonade,4,16.55,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Thai Bingsu,4,19.23,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chunked Beef,3,12.32,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Open Food,2,9.31,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Bottled Water,5,8.58,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Ramune - Grape,2,7.32,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Braised Pork,2,7.23,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Strawberry Bingsu,2,6.75,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Coconut Milk,2,6.65,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Braised Egg,3,6.42,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,北冰洋 Orange Soda,1,3.66,5,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Ramune - Melon,1,3.66,6,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Braised Chicken,1,3.25,6,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,soup to go,1,1.5,6,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Water,2157,0.0,6,1,October_Data_Matrix_20251103_214000.xlsx,data 2
